Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1_Lic;Arb1_Nom;Arb1_LR;Arb1_CD;Arb2_Lic;Arb2_Nom;Arb2_LR;Arb2_CD;
PTCA06;05;APAA021;2023-11-22;20:30;0067689;US CAGNES 1;0060050;PHENIX MARITIMUM VOLLEY;;;;JULES VERNE;0;;;;0;;;;;
PTCA06;05;APAA022;2023-11-24;20:30;0069927;ASPTT CAGNES SUR MER;0068779;CLUB OMNISPORTS DE VALBONNE;;;;COLLEGE MALRAUX;0;;;;0;;;;;
PTCA06;05;APAA023;2023-11-23;20:00;0069048;ASLM 1;0068979;CANNES AERO SPORTS VOLLEY-BALL;;;;GYMNASE JACQUELINE DE ROMILLY;0;;;;0;;;;;
PTCA06;05;APAA024;2023-11-21;19:30;0060041;PEGOMAS 1;0063347;PDFVB 1;;;;PEGOMAS;0;;;;0;;;;;
PTCA06;05;APAA025;2023-11-20;20:30;0060008;MLNVB 1;0060036;PGVB 1; 3/1;25-23,25-27,25-23,25-23;100-96;MIMOSAS;0;;;;0;;;;;
PTCA06;06;APAA026;2023-11-27;20:30;0060008;MLNVB 1;0067689;US CAGNES 1;;;;MIMOSAS;0;;;;0;;;;;
PTCA06;06;APAA027;2023-11-27;20:00;0060036;PGVB 1;0060041;PEGOMAS 1;;;;SALLE OMNISPORTS;0;;;;0;;;;;
PTCA06;06;APAA028;2023-11-28;20:30;0063347;PDFVB 1;0069048;ASLM 1;;;;LEONARD DE VINCI;0;;;;0;;;;;
PTCA06;06;APAA029;2023-11-30;20:00;0068979;CANNES AERO SPORTS VOLLEY-BALL;0069927;ASPTT CAGNES SUR MER;;;;SALLE LES VALLERGUES;0;;;;0;;;;;
PTCA06;06;APAA030;2023-11-30;20:00;0068779;CLUB OMNISPORTS DE VALBONNE;0060050;PHENIX MARITIMUM VOLLEY;;;;NIKI DE SAINT PHALLE;0;;;;0;;;;;
PTCA06;07;APAA031;2023-12-06;20:30;0067689;US CAGNES 1;0068779;CLUB OMNISPORTS DE VALBONNE;;;;JULES VERNE;0;;;;0;;;;;
PTCA06;07;APAA032;2023-12-04;20:00;0060050;PHENIX MARITIMUM VOLLEY;0068979;CANNES AERO SPORTS VOLLEY-BALL;;;;DAVID DOUILLET;0;;;;0;;;;;
PTCA06;07;APAA033;2023-12-08;20:30;0069927;ASPTT CAGNES SUR MER;0063347;PDFVB 1;;;;COLLEGE MALRAUX;0;;;;0;;;;;
PTCA06;07;APAA034;2023-12-07;20:00;0069048;ASLM 1;0060036;PGVB 1;;;;GYMNASE JACQUELINE DE ROMILLY;0;;;;0;;;;;
PTCA06;07;APAA035;2023-12-05;19:30;0060041;PEGOMAS 1;0060008;MLNVB 1;;;;PEGOMAS;0;;;;0;;;;;
PTCA06;08;APAA036;2023-12-13;20:30;0067689;US CAGNES 1;0060041;PEGOMAS 1;;;;JULES VERNE;0;;;;0;;;;;
PTCA06;08;APAA037;2023-12-11;20:30;0060008;MLNVB 1;0069048;ASLM 1;;;;MIMOSAS;0;;;;0;;;;;
PTCA06;08;APAA038;2023-12-11;20:00;0060036;PGVB 1;0069927;ASPTT CAGNES SUR MER;;;;SALLE OMNISPORTS;0;;;;0;;;;;
PTCA06;08;APAA039;2023-12-14;20:30;0063347;PDFVB 1;0060050;PHENIX MARITIMUM VOLLEY;;;;LEONARD DE VINCI;0;;;;0;;;;;
PTCA06;08;APAA040;2023-12-14;20:00;0068979;CANNES AERO SPORTS VOLLEY-BALL;0068779;CLUB OMNISPORTS DE VALBONNE;;;;SALLE LES VALLERGUES;0;;;;0;;;;;
PTCA06;09;APAA041;2023-12-21;20:00;0068979;CANNES AERO SPORTS VOLLEY-BALL;0067689;US CAGNES 1;;;;SALLE LES VALLERGUES;0;;;;0;;;;;
PTCA06;09;APAA042;2023-12-21;20:00;0068779;CLUB OMNISPORTS DE VALBONNE;0063347;PDFVB 1;;;;NIKI DE SAINT PHALLE;0;;;;0;;;;;
PTCA06;09;APAA043;2023-12-18;20:00;0060050;PHENIX MARITIMUM VOLLEY;0060036;PGVB 1;;;;DAVID DOUILLET;0;;;;0;;;;;
PTCA06;09;APAA044;2023-12-22;20:30;0069927;ASPTT CAGNES SUR MER;0060008;MLNVB 1;;;;COLLEGE MALRAUX;0;;;;0;;;;;
PTCA06;09;APAA045;2023-12-21;20:00;0069048;ASLM 1;0060041;PEGOMAS 1;;;;GYMNASE JACQUELINE DE ROMILLY;0;;;;0;;;;;
PTCA06;01;APBA001;2023-10-19;20:15;0066927;NICE VB 1;0064512;ASPTT NICE 2; 3/0;25-18,25-9,25-12;75-39;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;01;APBA002;2023-10-18;20:00;0060018;AS NICOISE DE VOLLEY-BALL;0068669;ESVL 1; 0/3;15-25,18-25,20-25;53-75;ROSALINDE RANCHER;0;;;;0;;;;;
PTCA06;01;APBA003;2023-10-17;20:30;0062701;AS MONACO 1;0060038;MENTON BEACH ET VOLLEY-BALL CLUB; 3/F;25-0,25-0,25-0;75-0;LYCEE RAINIER III MONACO;0;;;;0;;;;;
PTCA06;01;APBA004;2023-10-19;20:00;0060012;SPCOC 1;0068785;VENCE VB 1; 0/3;17-25,15-25,19-25;51-75;GYMNASE EMILIE FER;0;;;;0;;;;;
PTCA06;01;APBA005;2023-10-18;20:00;0064512;ASPTT NICE 1;0066927;NICE VB 2; 3/1;25-20,25-23,11-25,25-15;86-83;MAGNOLIAS;0;;;;0;;;;;
PTCA06;02;APBA006;2023-10-25;20:00;0064512;ASPTT NICE 1;0064512;ASPTT NICE 2; P/3;0-25,0-25,0-25;0-75;MAGNOLIAS;0;;;;0;;;;;
PTCA06;02;APBA007;2023-10-26;20:15;0066927;NICE VB 2;0060012;SPCOC 1; 3/0;25-7,25-18,25-10;75-35;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;02;APBA008;2023-10-26;20:30;0068785;VENCE VB 1;0062701;AS MONACO 1; 3/2;25-20,23-25,24-26,25-18,17-15;114-104;FALCOZ;0;;;;0;;;;;
PTCA06;02;APBA009;2023-10-25;20:30;0060038;MENTON BEACH ET VOLLEY-BALL CLUB;0060018;AS NICOISE DE VOLLEY-BALL; F/3;0-25,0-25,0-25;0-75;GYMNASE DU CAREI;0;;;;0;;;;;
PTCA06;02;APBA010;2023-10-23;20:45;0068669;ESVL 1;0066927;NICE VB 1; 0/3;15-25,22-25,16-25;53-75;GRANELLE;0;;;;0;;;;;
PTCA06;03;APBA011;2023-11-10;20:00;0064512;ASPTT NICE 2;0068669;ESVL 1; 0/3;8-25,10-25,18-25;36-75;MAGNOLIAS;0;;;;0;;;;;
PTCA06;03;APBA012;2023-11-09;20:15;0066927;NICE VB 1;0060038;MENTON BEACH ET VOLLEY-BALL CLUB; 3/F;25-0,25-0,25-0;75-0;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;03;APBA013;2023-11-08;20:00;0060018;AS NICOISE DE VOLLEY-BALL;0068785;VENCE VB 1; 0/3;17-25,24-26,23-25;64-76;ROSALINDE RANCHER;0;;;;0;;;;;
PTCA06;03;APBA014;2023-11-07;20:30;0062701;AS MONACO 1;0066927;NICE VB 2; 2/3;25-16,18-25,16-25,25-21,9-15;93-102;LYCEE RAINIER III MONACO;0;;;;0;;;;;
PTCA06;03;APBA015;2023-11-09;20:00;0060012;SPCOC 1;0064512;ASPTT NICE 1; 1/3;19-25,17-25,25-15,21-25;82-90;GYMNASE EMILIE FER;0;;;;0;;;;;
PTCA06;04;APBA016;2023-11-16;20:00;0060012;SPCOC 1;0064512;ASPTT NICE 2; 3/0;25-11,25-17,25-22;75-50;GYMNASE EMILIE FER;0;;;;0;;;;;
PTCA06;04;APBA017;2023-11-15;20:00;0064512;ASPTT NICE 1;0062701;AS MONACO 1; 3/0;25-22,25-15,25-21;75-58;MAGNOLIAS;0;;;;0;;;;;
PTCA06;04;APBA018;2023-11-16;20:15;0066927;NICE VB 2;0060018;AS NICOISE DE VOLLEY-BALL; 3/0;25-14,25-16,25-16;75-46;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;04;APBA019;2023-11-16;20:30;0068785;VENCE VB 1;0066927;NICE VB 1; 2/3;25-22,25-27,25-15,14-25,13-15;102-104;FALCOZ;0;;;;0;;;;;
PTCA06;04;APBA020;2023-11-15;20:30;0060038;MENTON BEACH ET VOLLEY-BALL CLUB;0068669;ESVL 1;;;;GYMNASE DU CAREI;0;;;;0;;;;;
PTCA06;05;APBA021;2023-11-24;20:00;0064512;ASPTT NICE 2;0060038;MENTON BEACH ET VOLLEY-BALL CLUB;;;;MAGNOLIAS;0;;;;0;;;;;
PTCA06;05;APBA022;2023-11-20;20:45;0068669;ESVL 1;0068785;VENCE VB 1; 3/1;16-25,25-16,25-18,25-11;91-70;GRANELLE;0;;;;0;;;;;
PTCA06;05;APBA023;2023-11-23;20:15;0066927;NICE VB 1;0066927;NICE VB 2;;;;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;05;APBA024;2023-11-22;20:00;0060018;AS NICOISE DE VOLLEY-BALL;0064512;ASPTT NICE 1;;;;ROSALINDE RANCHER;0;;;;0;;;;;
PTCA06;05;APBA025;2023-11-21;20:30;0062701;AS MONACO 1;0060012;SPCOC 1; 3/2;25-19,23-25,25-20,21-25,15-11;109-100;LYCEE RAINIER III MONACO;0;;;;0;;;;;
PTCA06;06;APBA026;2023-11-28;20:00;0062701;AS MONACO 1;0064512;ASPTT NICE 2;;;;LYCEE RAINIER III;0;;;;0;;;;;
PTCA06;06;APBA027;2023-11-30;20:00;0060012;SPCOC 1;0060018;AS NICOISE DE VOLLEY-BALL;;;;GYMNASE EMILIE FER;0;;;;0;;;;;
PTCA06;06;APBA028;2023-11-29;20:00;0064512;ASPTT NICE 1;0066927;NICE VB 1;;;;MAGNOLIAS;0;;;;0;;;;;
PTCA06;06;APBA029;2023-11-30;20:15;0066927;NICE VB 2;0068669;ESVL 1;;;;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;06;APBA030;2023-11-30;20:30;0068785;VENCE VB 1;0060038;MENTON BEACH ET VOLLEY-BALL CLUB;;;;FALCOZ;0;;;;0;;;;;
PTCA06;07;APBA031;2023-12-08;20:00;0064512;ASPTT NICE 2;0068785;VENCE VB 1;;;;MAGNOLIAS;0;;;;0;;;;;
PTCA06;07;APBA032;2023-12-06;20:30;0060038;MENTON BEACH ET VOLLEY-BALL CLUB;0066927;NICE VB 2;;;;GYMNASE DU CAREI;0;;;;0;;;;;
PTCA06;07;APBA033;2023-10-30;20:45;0068669;ESVL 1;0064512;ASPTT NICE 1; 3/1;25-18,25-20,24-26,25-22;99-86;GRANELLE;0;;;;0;;;;;
PTCA06;07;APBA034;2023-12-07;20:15;0066927;NICE VB 1;0060012;SPCOC 1;;;;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;07;APBA035;2023-12-06;20:00;0060018;AS NICOISE DE VOLLEY-BALL;0062701;AS MONACO 1;;;;ROSALINDE RANCHER;0;;;;0;;;;;
PTCA06;08;APBA036;2023-12-15;20:00;0064512;ASPTT NICE 2;0060018;AS NICOISE DE VOLLEY-BALL;;;;MAGNOLIAS;0;;;;0;;;;;
PTCA06;08;APBA037;2023-12-12;20:00;0062701;AS MONACO 1;0066927;NICE VB 1;;;;LYCEE RAINIER III;0;;;;0;;;;;
PTCA06;08;APBA038;2023-12-14;20:00;0060012;SPCOC 1;0068669;ESVL 1;;;;GYMNASE EMILIE FER;0;;;;0;;;;;
PTCA06;08;APBA039;2023-12-13;20:00;0064512;ASPTT NICE 1;0060038;MENTON BEACH ET VOLLEY-BALL CLUB;;;;MAGNOLIAS;0;;;;0;;;;;
PTCA06;08;APBA040;2023-12-14;20:15;0066927;NICE VB 2;0068785;VENCE VB 1;;;;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;09;APBA041;2023-12-21;20:15;0064512;ASPTT NICE 2;0066927;NICE VB 2;;;;MAGNOLIAS NICE;0;;;;0;;;;;
PTCA06;09;APBA042;2023-12-21;20:30;0068785;VENCE VB 1;0064512;ASPTT NICE 1;;;;FALCOZ;0;;;;0;;;;;
PTCA06;09;APBA043;2023-12-20;20:30;0060038;MENTON BEACH ET VOLLEY-BALL CLUB;0060012;SPCOC 1;;;;GYMNASE DU CAREI;0;;;;0;;;;;
PTCA06;09;APBA044;2023-12-18;20:45;0068669;ESVL 1;0062701;AS MONACO 1;;;;GRANELLE;0;;;;0;;;;;
PTCA06;09;APBA045;2023-12-21;20:15;0066927;NICE VB 1;0060018;AS NICOISE DE VOLLEY-BALL;;;;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;01;CFAA001;2023-10-22;13:00;0068779;CLUB OMNISPORTS DE VALBONNE;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL; 1/3;17-25,25-14,8-25,21-25;71-89;COLLEGE EGANAUDE;0;;;;0;;;;;
PTCA06;01;CFAA002;2023-10-21;13:00;0067686;VOLERO LE CANNET COTE D'AZUR;0060008;MANDELIEU LA NAPOULE V.B.; 0/3;13-25,17-25,15-25;45-75;MAILLAN;0;;;;0;;;;;
PTCA06;01;CFAA003;2023-11-04;17:30;0060036;PAYS DE GRASSE VOLLEY-BALL;0063347;PAYS DE FAYENCE VOLLEY-BALL; 2/3;20-25,25-20,22-25,25-17,11-15;103-102;SALLE OMNISPORTS;0;;;;0;;;;;
PTCA06;01;CFAA004;2023-10-21;14:00;0061297;RACING CLUB DE CANNES;0062509;OLYMPIQUES ANTIBES JUAN PINS; 0/3;18-25,16-25,22-25;56-75;CARNOT;0;;;;0;;;;;
PTCA06;02;CFAA005;2023-11-11;14:00;0061297;RACING CLUB DE CANNES;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL; 0/3;22-25,10-25,12-25;44-75;CARNOT;0;;;;0;;;;;
PTCA06;02;CFAA006;2023-11-12;11:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0060036;PAYS DE GRASSE VOLLEY-BALL; 2/3;24-26,18-25,25-22,25-22,13-15;105-110;BERTONE;0;;;;0;;;;;
PTCA06;02;CFAA007;2023-11-11;14:00;0063347;PAYS DE FAYENCE VOLLEY-BALL;0067686;VOLERO LE CANNET COTE D'AZUR; 3/1;25-27,25-14,25-16,27-25;102-82;LEONARD DE VINCI;0;;;;0;;;;;
PTCA06;02;CFAA008;2023-11-11;15:00;0060008;MANDELIEU LA NAPOULE V.B.;0068779;CLUB OMNISPORTS DE VALBONNE; 3/0;25-5,25-3,25-13;75-21;MIMOSAS;0;;;;0;;;;;
PTCA06;03;CFAA009;2023-11-18;16:00;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL;0060008;MANDELIEU LA NAPOULE V.B.; 1/3;25-19,17-25,20-25,14-25;76-94;GYMNASE ROGER DUHALDE;0;;;;0;;;;;
PTCA06;03;CFAA010;2023-11-19;14:00;0068779;CLUB OMNISPORTS DE VALBONNE;0063347;PAYS DE FAYENCE VOLLEY-BALL; 0/3;10-25,23-25,16-25;49-75;COLLEGE EGANAUDE;0;;;;0;;;;;
PTCA06;03;CFAA011;2023-11-18;17:00;0067686;VOLERO LE CANNET COTE D'AZUR;0062509;OLYMPIQUES ANTIBES JUAN PINS; 3/0;25-13,25-12,25-23;75-48;PATRICK TAMBAY;0;;;;0;;;;;
PTCA06;03;CFAA012;2023-11-18;18:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0061297;RACING CLUB DE CANNES; 3/0;25-13,25-12,25-13;75-38;SALLE OMNISPORTS;0;;;;0;;;;;
PTCA06;04;CFAA013;2023-11-25;16:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL;;;;SALLE OMNISPORTS;0;;;;0;;;;;
PTCA06;04;CFAA014;2023-11-25;14:00;0061297;RACING CLUB DE CANNES;0067686;VOLERO LE CANNET COTE D'AZUR;;;;CARNOT;0;;;;0;;;;;
PTCA06;04;CFAA015;2023-11-26;14:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0068779;CLUB OMNISPORTS DE VALBONNE;;;;BERTONE;0;;;;0;;;;;
PTCA06;04;CFAA016;2023-11-26;10:00;0063347;PAYS DE FAYENCE VOLLEY-BALL;0060008;MANDELIEU LA NAPOULE V.B.;;;;LEONARD DE VINCI;0;;;;0;;;;;
PTCA06;05;CFAA017;2023-12-02;16:00;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL;0063347;PAYS DE FAYENCE VOLLEY-BALL;;;;GYMNASE ROGER DUHALDE;0;;;;0;;;;;
PTCA06;05;CFAA018;2023-12-02;13:30;0060008;MANDELIEU LA NAPOULE V.B.;0062509;OLYMPIQUES ANTIBES JUAN PINS;;;;MIMOSAS;0;;;;0;;;;;
PTCA06;05;CFAA019;2023-12-03;13:00;0068779;CLUB OMNISPORTS DE VALBONNE;0061297;RACING CLUB DE CANNES;;;;COLLEGE EGANAUDE;0;;;;0;;;;;
PTCA06;05;CFAA020;2023-12-02;13:00;0067686;VOLERO LE CANNET COTE D'AZUR;0060036;PAYS DE GRASSE VOLLEY-BALL;;;;TAMBAY;0;;;;0;;;;;
PTCA06;06;CFAA021;2023-12-09;16:30;0067686;VOLERO LE CANNET COTE D'AZUR;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL;;;;MAILLAN;0;;;;0;;;;;
PTCA06;06;CFAA022;2023-12-09;16:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0068779;CLUB OMNISPORTS DE VALBONNE;;;;SALLE OMNISPORTS;0;;;;0;;;;;
PTCA06;06;CFAA023;2023-12-09;14:00;0061297;RACING CLUB DE CANNES;0060008;MANDELIEU LA NAPOULE V.B.;;;;CARNOT;0;;;;0;;;;;
PTCA06;06;CFAA024;2023-12-10;10:30;0062509;OLYMPIQUES ANTIBES JUAN PINS;0063347;PAYS DE FAYENCE VOLLEY-BALL;;;;BERTONE;0;;;;0;;;;;
PTCA06;07;CFAA025;2023-12-16;14:00;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL;0062509;OLYMPIQUES ANTIBES JUAN PINS;;;;GYMNASE ROGER DUHALDE;0;;;;0;;;;;
PTCA06;07;CFAA026;2023-12-17;10:30;0063347;PAYS DE FAYENCE VOLLEY-BALL;0061297;RACING CLUB DE CANNES;;;;LEONARD DE VINCI;0;;;;0;;;;;
PTCA06;07;CFAA027;2023-12-16;15:00;0060008;MANDELIEU LA NAPOULE V.B.;0060036;PAYS DE GRASSE VOLLEY-BALL;;;;MIMOSAS;0;;;;0;;;;;
PTCA06;07;CFAA028;2023-12-10;13:00;0068779;CLUB OMNISPORTS DE VALBONNE;0067686;VOLERO LE CANNET COTE D'AZUR;;;;COLLEGE EGANAUDE;0;;;;0;;;;;
PTCA06;01;CFBA001;2023-10-21;13:00;0062701;ASS SPORTIVE DE MONACO;0068785;VENCE VB 2; 3/0;25-5,25-14,25-23;75-42;MONEGHETTI;0;;;;0;;;;;
PTCA06;01;CFBA002;2023-10-21;16:00;0067689;US CAGNES VOLLEY-BALL;0064168;VOLLEY-BALL STADE LAURENTIN; 3/0;25-19,25-6,25-14;75-39;JULES VERNE;0;;;;0;;;;;
PTCA06;01;CFBA003;2023-10-21;14:00;0066927;NICE VOLLEY-BALL;0068669;ETOILE SPORTIVE DE VILLENEUVE; 1/3;25-16,18-25,24-26,21-25;88-92;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;01;CFBA004;2023-10-21;16:30;0068785;VENCE VB 1;0064512;ASPTT NICE; 3/1;20-25,25-12,25-22,25-15;95-74;FALCOZ;0;;;;0;;;;;
PTCA06;02;CFBA005;2023-11-11;16:30;0068785;VENCE VB 1;0068785;VENCE VB 2; 3/0;25-12,25-17,25-22;75-51;FALCOZ;2616685;CARBON  AUVRAY TOM;PROVENCE-ALPES-CÔTE D’AZUR;Alpes-Maritimes;0;;;;;
PTCA06;02;CFBA006;2023-11-12;18:00;0064512;ASPTT NICE;0066927;NICE VOLLEY-BALL; 0/3;15-25,17-25,20-25;52-75;MAGNOLIAS;0;;;;0;;;;;
PTCA06;02;CFBA007;2023-11-12;14:00;0068669;ETOILE SPORTIVE DE VILLENEUVE;0067689;US CAGNES VOLLEY-BALL; 2/3;16-25,24-26,25-17,25-21,11-15;101-104;SALLE ROMÉE;0;;;;0;;;;;
PTCA06;02;CFBA008;2023-11-11;15:30;0064168;VOLLEY-BALL STADE LAURENTIN;0062701;ASS SPORTIVE DE MONACO; 0/3;18-25,22-25,13-25;53-75;JOSEPH PAGNOL;0;;;;0;;;;;
PTCA06;03;CFBA009;2023-11-18;16:30;0068785;VENCE VB 2;0064168;VOLLEY-BALL STADE LAURENTIN; 0/3;4-25,7-25,18-25;29-75;FALCOZ;0;;;;0;;;;;
PTCA06;03;CFBA010;2023-11-18;13:00;0062701;ASS SPORTIVE DE MONACO;0068669;ETOILE SPORTIVE DE VILLENEUVE; 3/1;25-13,16-25,25-19,25-19;91-76;MONEGHETTI;0;;;;0;;;;;
PTCA06;03;CFBA011;2023-11-18;15:00;0067689;US CAGNES VOLLEY-BALL;0064512;ASPTT NICE; 3/2;25-19,25-14,11-25,21-25,15-10;97-93;JULES VERNE;0;;;;0;;;;;
PTCA06;03;CFBA012;2023-11-18;14:00;0066927;NICE VOLLEY-BALL;0068785;VENCE VB 1; 3/2;24-26,25-27,25-23,25-16,15-11;114-103;GIAMARCHI;0;;;;0;;;;;
PTCA06;04;CFBA013;2023-11-25;14:00;0066927;NICE VOLLEY-BALL;0068785;VENCE VB 2;;;;ESTIENNE D'ORVES;0;;;;0;;;;;
PTCA06;04;CFBA014;2023-11-25;16:30;0068785;VENCE VB 1;0067689;US CAGNES VOLLEY-BALL;;;;FALCOZ;0;;;;0;;;;;
PTCA06;04;CFBA015;2023-11-25;14:00;0064512;ASPTT NICE;0062701;ASS SPORTIVE DE MONACO;;;;MAGNOLIAS;0;;;;0;;;;;
PTCA06;04;CFBA016;2023-11-26;16:30;0068669;ETOILE SPORTIVE DE VILLENEUVE;0064168;VOLLEY-BALL STADE LAURENTIN;;;;SALLE ROMÉE;0;;;;0;;;;;
PTCA06;05;CFBA017;2023-12-02;16:30;0068785;VENCE VB 2;0068669;ETOILE SPORTIVE DE VILLENEUVE;;;;FALCOZ;0;;;;0;;;;;
PTCA06;05;CFBA018;2023-12-02;13:30;0064168;VOLLEY-BALL STADE LAURENTIN;0064512;ASPTT NICE;;;;JOSEPH PAGNOL;0;;;;0;;;;;
PTCA06;05;CFBA019;2023-12-02;13:00;0062701;ASS SPORTIVE DE MONACO;0068785;VENCE VB 1;;;;MONEGHETTI;0;;;;0;;;;;
PTCA06;05;CFBA020;2023-12-02;14:00;0067689;US CAGNES VOLLEY-BALL;0066927;NICE VOLLEY-BALL;;;;JULES VERNE;0;;;;0;;;;;
PTCA06;06;CFBA021;2023-12-09;14:00;0067689;US CAGNES VOLLEY-BALL;0068785;VENCE VB 2;;;;JULES VERNE;0;;;;0;;;;;
PTCA06;06;CFBA022;2023-12-09;15:30;0066927;NICE VOLLEY-BALL;0062701;ASS SPORTIVE DE MONACO;;;;GIAMARCHI;0;;;;0;;;;;
PTCA06;06;CFBA023;2023-11-05;16:00;0068785;VENCE VB 1;0064168;VOLLEY-BALL STADE LAURENTIN; 3/2;25-5,20-25,27-25,14-25,15-7;101-87;FALCOZ;2242764;BELLEUDY NATHAN;PROVENCE-ALPES-CÔTE D’AZUR;Alpes-Maritimes;0;;;;;
PTCA06;06;CFBA024;2023-12-09;14:00;0064512;ASPTT NICE;0068669;ETOILE SPORTIVE DE VILLENEUVE;;;;MAGNOLIAS;0;;;;0;;;;;
PTCA06;07;CFBA025;2023-12-17;16:30;0068785;VENCE VB 2;0064512;ASPTT NICE;;;;FALCOZ;0;;;;0;;;;;
PTCA06;07;CFBA026;2023-12-17;12:00;0068669;ETOILE SPORTIVE DE VILLENEUVE;0068785;VENCE VB 1;;;;GRANELLE;0;;;;0;;;;;
PTCA06;07;CFBA027;2023-12-16;14:00;0064168;VOLLEY-BALL STADE LAURENTIN;0066927;NICE VOLLEY-BALL;;;;JOSEPH PAGNOL;0;;;;0;;;;;
PTCA06;07;CFBA028;2023-12-16;13:00;0062701;ASS SPORTIVE DE MONACO;0067689;US CAGNES VOLLEY-BALL;;;;MONEGHETTI;0;;;;0;;;;;
PTCA06;01;CMAA001;2023-10-21;00:00;0060007;AS CANNES VOLLEY-BALL;;xxxxx;;;;COTEAUX;0;;;;0;;;;;
PTCA06;01;CMAA002;2023-11-26;10:30;0063347;PAYS DE FAYENCE VOLLEY-BALL;0060036;PAYS DE GRASSE VOLLEY-BALL;;;;LEONARD DE VINCI;0;;;;0;;;;;
PTCA06;01;CMAA003;2023-10-21;16:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL; 0/3;17-25,25-27,18-25;60-77;BERTONE;0;;;;0;;;;;
PTCA06;01;CMAA004;2023-10-22;11:00;0060050;PHENIX MARITIMUM VOLLEY;0060049;PEYMEINADE TERRES DE SIAGNE VOLLEY BALL; 3/2;25-10,23-25,25-18,22-25,15-12;110-90;CESAR ROQUEFORT;0;;;;0;;;;;
PTCA06;02;CMAA005;2023-11-11;00:00;0060049;PEYMEINADE TERRES DE SIAGNE VOLLEY BALL;;xxxxx;;;;DAVID DOUILLET;0;;;;0;;;;;
PTCA06;02;CMAA006;2023-11-11;13:30;0060050;PHENIX MARITIMUM VOLLEY;0062509;OLYMPIQUES ANTIBES JUAN PINS; 3/2;22-25,25-21,20-25,25-21,15-10;107-102;CESAR ROQUEFORT;0;;;;0;;;;;
PTCA06;02;CMAA007;2023-11-11;18:00;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL;0063347;PAYS DE FAYENCE VOLLEY-BALL; 1/3;19-25,24-26,26-24,16-25;85-100;GYMNASE ROGER DUHALDE;2153177;CUSSET MATTEO;PROVENCE-ALPES-CÔTE D’AZUR;Alpes-Maritimes;0;;;;;
PTCA06;02;CMAA008;2023-11-12;15:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0060007;AS CANNES VOLLEY-BALL; 0/3;10-25,15-25,10-25;35-75;SALLE OMNISPORTS;0;;;;0;;;;;
PTCA06;03;CMAA009;2023-11-18;00:00;;xxxxx;0060036;PAYS DE GRASSE VOLLEY-BALL;;;;;0;;;;0;;;;;
PTCA06;03;CMAA010;2023-11-18;17:00;0060007;AS CANNES VOLLEY-BALL;0060048;MOUGINS COTE D'AZUR VOLLEY-BALL; 3/0;25-18,25-22,25-18;75-58;COTEAUX;1049368;HANOTEL CHRISTINE;PROVENCE-ALPES-CÔTE D’AZUR;Alpes-Maritimes;0;;;;;
PTCA06;03;CMAA011;2023-11-19;10:30;0063347;PAYS DE FAYENCE VOLLEY-BALL;0060050;PHENIX MARITIMUM VOLLEY; 3/0;25-20,25-18,25-14;75-52;LEONARD DE VINCI;0;;;;0;;;;;
PTCA06;03;CMAA012;2023-11-18;16:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;0060049;PEYMEINADE TERRES DE SIAGNE VOLLEY BALL; 3/0;25-5,25-10,25-16;75-31;BERTONE;0;;;;0;;;;;
PTCA06;04;CMAA013;2023-11-25;00:00;0062509;OLYMPIQUES ANTIBES JUAN PINS;;xxxxx;;;;BERTONE;0;;;;0;;;;;
PTCA06;04;CMAA014;2023-11-25;14:00;0060049;PEYMEINADE TERRES DE SIAGNE VOLLEY BALL;0063347;PAYS DE FAYENCE VOLLEY-BALL;;;;DAVID DOUILLET;0;;;;0;;;;;
